"","x"
"4831",3
"4832",5
"4833",3
"4834",2
"4835",0
"4836",19
"4837",0
"4838",2
"4839",6
"4840",1
"4841",0
"4842",11
"4843",9
"4844",10
"4845",11
"4846",7
"4847",4
"4848",1
"4849",6
"4850",0
"4851",4
"4852",23
"4853",1
"4854",1
"4855",14
"4856",3
"4857",2
"4858",2
"4859",3
"4860",40
"4861",33
"4862",3
"4863",7
"4864",0
"4865",0
"4866",2
"4867",11
"4868",1
"4869",4
"4870",1
"4871",6
"4872",5
"4873",23
"4874",7
"4875",12
"4876",1
"4877",7
"4878",2
"4879",0
"4880",0
"4881",0
"4882",1
"4883",9
"4884",7
"4885",6
"4886",1
"4887",7
"4888",22
"4889",5
"4890",14
"4891",15
"4892",2
"4893",3
"4894",4
"4895",1
"4896",15
"4897",3
"4898",4
"4899",20
"4900",0
"4901",0
"4902",11
"4903",4
"4904",20
"4905",14
"4906",2
"4907",2
"4908",1
"4909",15
"4910",0
"4911",6
"4912",27
"4913",7
"4914",9
"4915",2
"4916",1
"4917",5
"4918",6
"4919",1
"4920",14
"4921",4
"4922",1
"4923",3
"4924",15
"4925",29
"4926",1
"4927",0
"4928",2
"4929",1
"4930",1
"4931",19
"4932",3
"4933",0
"4934",12
"4935",30
"4936",5
"4937",1
"4938",24
"4939",7
"4940",5
"4941",2
"4942",13
"4943",3
"4944",3
"4945",1
"4946",4
"4947",1
"4948",4
"4949",1
"4950",0
"4951",5
"4952",13
"4953",2
"4954",0
"4955",1
"4956",1
"4957",21
"4958",4
"4959",0
"4960",3
"4961",0
"4962",61
"4963",1
"4964",4
"4965",4
"4966",0
"4967",0
"4968",8
"4969",9
"4970",17
"4971",4
"4972",19
"4973",1
"4974",1
"4975",3
"4976",4
"4977",6
"4978",1
"4979",4
"4980",12
"4981",5
"4982",11
"4983",0
"4984",1
"4985",6
"4986",4
"4987",1
"4988",7
"4989",26
"4990",4
"4991",7
"4992",5
"4993",6
"4994",0
"4995",1
"4996",2
"4997",1
"4998",9
"4999",0
"5000",3
"5001",3
"5002",7
"5003",10
"5004",14
"5005",8
"5006",1
"5007",1
"5008",7
"5009",11
"5010",4
"5011",2
"5012",0
"5013",10
"5014",2
"5015",4
"5016",4
"5017",14
"5018",8
"5019",2
"5020",9
"5021",14
"5022",0
"5023",2
"5024",6
"5025",0
"5026",1
"5027",19
"5028",1
"5029",1
"5030",22
"5031",2
"5032",8
"5033",0
"5034",0
"5035",3
"5036",2
"5037",0
"5038",4
"5039",13
"5040",4
"5041",1
"5042",5
"5043",8
"5044",1
"5045",2
"5046",8
"5047",6
"5048",16
"5049",0
"5050",8
"5051",29
"5052",0
"5053",1
"5054",9
"5055",1
"5056",1
"5057",5
"5058",8
"5059",5
"5060",4
"5061",18
"5062",13
"5063",4
"5064",4
"5065",18
"5066",6
"5067",27
"5068",0
"5069",1
"5070",8
"5071",9
"5072",29
"5073",4
"5074",1
"5075",14
"5076",2
"5077",10
"5078",6
"5079",7
"5080",2
"5081",22
"5082",1
"5083",1
"5084",2
"5085",15
"5086",8
"5087",2
"5088",21
"5089",12
"5090",1
"5091",5
"5092",9
"5093",10
"5094",22
"5095",9
"5096",7
"5097",0
"5098",1
"5099",20
"5100",5
"5101",4
"5102",6
"5103",14
"5104",1
"5105",1
"5106",4
"5107",6
"5108",0
"5109",8
"5110",10
"5111",7
"5112",2
"5113",0
"5114",12
"5115",19
"5116",2
"5117",31
"5118",0
"5119",7
"5120",3
"5121",1
"5122",10
"5123",0
"5124",3
"5125",8
"5126",2
"5127",0
"5128",0
"5129",10
"5130",0
"5131",6
"5132",5
"5133",4
"5134",0
"5135",9
"5136",1
"5137",2
"5138",0
"5139",0
"5140",6
"5141",13
"5142",3
"5143",11
"5144",1
"5145",7
"5146",1
"5147",16
"5148",3
"5149",15
"5150",3
"5151",0
"5152",5
"5153",0
"5154",18
"5155",3
"5156",8
"5157",2
"5158",11
"5159",5
"5160",10
"5161",0
"5162",21
"5163",39
"5164",2
"5165",0
"5166",4
"5167",24
"5168",12
"5169",16
"5170",37
"5171",21
"5172",5
"5173",7
"5174",34
"5175",0
"5176",0
"5177",0
"5178",3
"5179",48
"5180",0
"5181",1
"5182",20
"5183",4
"5184",3
"5185",0
"5186",1
"5187",2
"5188",1
"5189",5
"5190",31
"5191",2
"5192",19
"5193",11
"5194",1
"5195",1
"5196",51
"5197",1
"5198",0
"5199",5
"5200",3
"5201",6
"5202",5
"5203",1
"5204",0
"5205",18
"5206",0
"5207",0
"5208",0
"5209",2
"5210",13
"5211",0
"5212",3
"5213",8
"5214",1
"5215",7
"5216",6
"5217",2
"5218",10
"5219",1
"5220",1
"5221",9
"5222",19
"5223",22
"5224",14
"5225",2
"5226",6
"5227",10
"5228",1
"5229",4
"5230",24
"5231",4
"5232",33
"5233",0
"5234",1
"5235",15
"5236",6
"5237",9
"5238",3
"5239",0
"5240",11
"5241",18
"5242",3
"5243",1
"5244",6
"5245",0
"5246",0
"5247",27
"5248",0
"5249",9
"5250",7
"5251",12
"5252",1
"5253",4
"5254",14
"5255",23
"5256",18
"5257",4
"5258",18
"5259",7
"5260",5
"5261",2
"5262",20
"5263",9
"5264",13
"5265",10
"5266",2
"5267",7
"5268",1
"5269",0
"5270",3
"5271",10
"5272",0
"5273",22
"5274",14
"5275",6
"5276",1
"5277",17
"5278",0
"5279",19
"5280",1
"5281",12
"5282",4
"5283",13
"5284",29
"5285",2
"5286",7
"5287",18
"5288",27
"5289",6
"5290",18
"5291",16
"5292",0
"5293",7
"5294",17
"5295",1
"5296",0
"5297",27
"5298",7
"5299",8
"5300",1
"5301",11
"5302",0
"5303",6
"5304",0
"5305",12
"5306",1
"5307",0
"5308",10
"5309",4
"5310",37
"5311",31
"5312",0
"5313",0
"5314",1
"5315",5
"5316",5
"5317",3
"5318",26
"5319",15
"5320",0
"5321",1
"5322",11
"5323",2
"5324",0
"5325",4
"5326",11
"5327",10
"5328",1
"5329",0
"5330",4
"5331",9
"5332",4
"5333",0
"5334",1
"5335",6
"5336",0
"5337",2
"5338",8
"5339",17
"5340",1
"5341",16
"5342",5
"5343",3
"5344",0
"5345",4
"5346",8
"5347",0
"5348",3
"5349",3
"5350",2
"5351",1
"5352",10
"5353",3
"5354",4
"5355",18
"5356",0
"5357",11
"5358",1
"5359",2
"5360",2
"5361",6
"5362",18
"5363",1
"5364",1
"5365",10
"5366",5
"5367",3
"5368",14
"5369",39
"5370",2
"5371",0
"5372",3
"5373",4
"5374",42
"5375",2
"5376",9
"5377",19
"5378",6
"5379",12
"5380",2
"5381",11
"5382",3
"5383",0
"5384",0
"5385",8
"5386",7
"5387",3
"5388",2
"5389",3
"5390",4
"5391",4
"5392",6
"5393",2
"5394",3
"5395",3
"5396",17
"5397",0
"5398",4
"5399",2
"5400",8
"5401",4
"5402",6
"5403",7
"5404",8
"5405",5
"5406",3
"5407",0
"5408",3
"5409",35
"5410",0
"5411",1
"5412",2
"5413",22
"5414",1
"5415",5
"5416",3
"5417",5
"5418",8
"5419",2
"5420",2
"5421",24
"5422",10
"5423",2
"5424",9
"5425",1
"5426",4
"5427",11
"5428",0
"5429",19
"5430",0
"5431",0
"5432",10
"5433",3
"5434",13
"5435",7
"5436",26
"5437",11
"5438",11
"5439",26
"5440",1
"5441",16
"5442",1
"5443",4
"5444",7
"5445",3
"5446",52
"5447",2
"5448",5
"5449",1
"5450",2
"5451",0
"5452",15
"5453",9
"5454",0
"5455",4
"5456",1
"5457",9
"5458",4
"5459",2
"5460",0
"5461",0
"5462",1
"5463",0
"5464",0
"5465",0
"5466",2
"5467",14
"5468",5
"5469",2
"5470",0
"5471",0
"5472",9
"5473",4
"5474",12
"5475",17
"5476",11
"5477",3
"5478",11
"5479",1
"5480",5
"5481",11
"5482",19
"5483",0
"5484",0
"5485",0
"5486",2
"5487",2
"5488",1
"5489",16
"5490",4
"5491",0
"5492",15
"5493",0
"5494",11
"5495",2
"5496",11
"5497",6
"5498",7
"5499",16
"5500",8
"5501",1
"5502",1
"5503",4
"5504",8
"5505",11
"5506",0
"5507",0
"5508",0
"5509",0
"5510",0
"5511",0
"5512",2
"5513",1
"5514",3
"5515",6
"5516",3
"5517",4
"5518",1
"5519",25
"5520",2
"5521",1
"5522",28
"5523",7
"5524",12
"5525",1
"5526",2
"5527",7
"5528",21
"5529",1
"5530",3
"5531",3
"5532",8
"5533",2
"5534",4
"5535",5
"5536",4
"5537",0
"5538",5
"5539",0
"5540",0
"5541",5
"5542",20
"5543",2
"5544",0
"5545",0
"5546",7
"5547",16
"5548",2
"5549",7
"5550",3
"5551",0
"5552",6
"5553",6
"5554",0
"5555",0
"5556",2
"5557",4
"5558",0
"5559",1
"5560",18
"5561",6
"5562",0
"5563",1
"5564",17
"5565",2
"5566",11
"5567",8
"5568",0
"5569",37
"5570",14
"5571",0
"5572",0
"5573",1
"5574",1
"5575",0
"5576",10
"5577",1
"5578",1
"5579",0
"5580",9
"5581",5
"5582",1
"5583",0
"5584",10
"5585",11
"5586",1
"5587",20
"5588",3
"5589",10
"5590",3
"5591",1
"5592",0
"5593",2
"5594",3
"5595",2
"5596",3
"5597",4
"5598",4
"5599",2
"5600",8
"5601",1
"5602",4
"5603",5
"5604",11
"5605",8
"5606",1
"5607",4
"5608",2
"5609",5
"5610",7
"5611",1
"5612",0
"5613",0
"5614",5
"5615",9
"5616",0
"5617",1
"5618",7
"5619",9
"5620",1
"5621",8
"5622",14
"5623",0
"5624",20
"5625",2
"5626",26
"5627",4
"5628",39
"5629",3
"5630",0
"5631",19
"5632",23
"5633",3
"5634",4
"5635",2
"5636",21
"5637",10
"5638",38
"5639",30
"5640",22
"5641",4
"5642",18
"5643",2
"5644",48
"5645",17
"5646",0
"5647",24
"5648",10
"5649",1
"5650",1
"5651",1
"5652",3
"5653",2
"5654",15
"5655",5
"5656",3
"5657",3
"5658",1
"5659",14
"5660",2
"5661",1
"5662",6
"5663",8
"5664",7
"5665",11
"5666",3
"5667",13
"5668",4
"5669",1
"5670",5
"5671",1
"5672",15
"5673",0
"5674",6
"5675",1
"5676",25
"5677",6
"5678",0
"5679",23
"5680",10
"5681",4
"5682",1
"5683",0
"5684",2
"5685",5
"5686",14
"5687",0
"5688",1
"5689",1
"5690",0
"5691",1
"5692",19
"5693",0
"5694",0
"5695",6
"5696",19
"5697",1
"5698",0
"5699",1
"5700",0
"5701",2
"5702",6
"5703",24
"5704",12
"5705",13
"5706",2
"5707",5
"5708",1
"5709",8
"5710",0
"5711",0
"5712",22
"5713",16
"5714",18
"5715",2
"5716",21
"5717",2
"5718",16
"5719",27
"5720",11
"5721",0
"5722",1
"5723",7
"5724",7
"5725",6
"5726",3
"5727",0
"5728",2
"5729",5
"5730",0
"5731",0
"5732",0
"5733",29
"5734",0
"5735",4
"5736",1
"5737",11
"5738",2
"5739",3
"5740",16
"5741",14
"5742",6
"5743",7
"5744",2
"5745",1
"5746",28
"5747",0
"5748",1
"5749",1
"5750",2
"5751",0
"5752",0
"5753",4
"5754",4
"5755",0
"5756",6
"5757",6
"5758",3
"5759",2
"5760",3
"5761",3
"5762",23
"5763",11
"5764",1
"5765",8
"5766",4
"5767",0
"5768",2
"5769",9
"5770",1
"5771",9
"5772",0
"5773",1
"5774",1
"5775",3
"5776",6
"5777",3
"5778",11
"5779",17
"5780",10
"5781",0
"5782",2
"5783",28
"5784",1
"5785",42
"5786",6
"5787",4
"5788",2
"5789",5
"5790",0
"5791",20
"5792",6
"5793",11
"5794",1
"5795",2
"5796",19
"5797",22
"5798",0
"5799",2
"5800",0
"5801",10
"5802",6
"5803",0
"5804",6
"5805",4
"5806",1
"5807",14
"5808",26
"5809",0
"5810",17
"5811",10
"5812",2
"5813",23
"5814",4
"5815",8
"5816",6
"5817",0
"5818",1
"5819",12
"5820",3
"5821",4
"5822",12
"5823",12
"5824",0
"5825",38
"5826",2
"5827",8
"5828",8
"5829",2
"5830",0
"5831",10
"5832",6
"5833",13
"5834",11
"5835",4
"5836",26
"5837",3
"5838",4
"5839",3
"5840",1
"5841",5
"5842",3
"5843",1
"5844",7
"5845",2
"5846",6
"5847",0
"5848",1
"5849",8
"5850",0
"5851",2
"5852",6
"5853",12
"5854",2
"5855",6
"5856",2
"5857",7
"5858",0
"5859",14
"5860",5
"5861",25
"5862",0
"5863",36
"5864",14
"5865",4
"5866",10
"5867",4
"5868",11
"5869",3
"5870",1
"5871",3
"5872",6
"5873",2
"5874",14
"5875",5
"5876",18
"5877",0
"5878",9
"5879",13
"5880",0
"5881",3
"5882",16
"5883",2
"5884",0
"5885",9
"5886",2
"5887",12
"5888",8
"5889",10
"5890",11
"5891",1
"5892",20
"5893",16
"5894",20
"5895",9
"5896",0
"5897",7
"5898",22
"5899",0
"5900",12
"5901",4
"5902",12
"5903",14
"5904",1
"5905",4
"5906",0
"5907",2
"5908",7
"5909",25
"5910",0
"5911",2
"5912",1
"5913",4
"5914",1
"5915",3
"5916",1
"5917",1
"5918",0
"5919",1
"5920",2
"5921",3
"5922",1
"5923",11
"5924",2
"5925",0
"5926",4
"5927",8
"5928",2
"5929",6
"5930",9
"5931",14
"5932",1
"5933",36
"5934",9
"5935",2
"5936",50
"5937",9
"5938",4
"5939",0
"5940",15
"5941",2
"5942",18
"5943",0
"5944",0
"5945",9
"5946",3
"5947",5
"5948",1
"5949",1
"5950",9
"5951",4
"5952",1
"5953",3
"5954",13
"5955",2
"5956",6
"5957",5
"5958",1
"5959",8
"5960",16
"5961",1
"5962",7
"5963",1
"5964",26
"5965",8
"5966",4
"5967",18
"5968",2
"5969",11
"5970",7
"5971",2
"5972",5
"5973",24
"5974",5
"5975",23
"5976",10
"5977",10
"5978",0
"5979",9
"5980",9
"5981",1
"5982",24
"5983",0
"5984",3
"5985",2
"5986",1
"5987",8
"5988",3
"5989",0
"5990",6
"5991",0
"5992",2
"5993",6
"5994",4
"5995",2
"5996",2
"5997",4
"5998",2
"5999",1
"6000",2
"6001",1
"6002",13
"6003",7
"6004",2
"6005",0
"6006",6
"6007",12
"6008",3
"6009",3
"6010",27
"6011",4
"6012",4
"6013",34
"6014",13
"6015",6
"6016",0
"6017",5
"6018",10
"6019",9
"6020",0
"6021",7
"6022",18
"6023",0
"6024",6
"6025",3
"6026",0
"6027",9
"6028",20
"6029",0
"6030",0
"6031",0
"6032",1
"6033",0
"6034",0
"6035",0
"6036",0
"6037",14
"6038",1
"6039",1
"6040",0
"6041",10
"6042",2
"6043",19
"6044",4
"6045",26
"6046",3
"6047",19
"6048",10
"6049",2
"6050",2
"6051",13
"6052",3
"6053",17
"6054",0
"6055",10
"6056",0
"6057",2
"6058",3
"6059",1
"6060",2
"6061",2
"6062",0
"6063",7
"6064",0
"6065",1
"6066",39
"6067",0
"6068",1
"6069",6
"6070",11
"6071",5
"6072",10
"6073",6
"6074",2
"6075",4
"6076",6
"6077",4
"6078",4
"6079",5
"6080",3
"6081",7
"6082",3
"6083",0
"6084",2
"6085",0
"6086",12
"6087",25
"6088",22
"6089",1
"6090",2
"6091",0
"6092",7
"6093",23
"6094",0
"6095",7
"6096",10
"6097",9
"6098",25
"6099",4
"6100",54
"6101",3
"6102",4
"6103",1
"6104",10
"6105",14
"6106",2
"6107",4
"6108",32
"6109",10
"6110",2
"6111",14
"6112",3
"6113",6
"6114",1
"6115",12
"6116",19
"6117",4
"6118",7
"6119",0
"6120",4
"6121",6
"6122",63
"6123",2
"6124",20
"6125",2
"6126",8
"6127",4
"6128",4
"6129",5
"6130",2
"6131",8
"6132",0
"6133",8
"6134",6
"6135",3
"6136",9
"6137",13
"6138",0
"6139",0
"6140",15
"6141",10
"6142",21
"6143",1
"6144",9
"6145",4
"6146",7
"6147",3
"6148",12
"6149",15
"6150",16
"6151",9
"6152",30
"6153",0
"6154",1
"6155",8
"6156",0
"6157",1
"6158",1
"6159",15
"6160",39
"6161",7
"6162",1
"6163",0
"6164",5
"6165",1
"6166",2
"6167",1
"6168",4
"6169",17
"6170",0
"6171",11
"6172",5
"6173",0
"6174",21
"6175",4
"6176",6
"6177",1
"6178",30
"6179",5
"6180",3
"6181",9
"6182",4
"6183",4
"6184",0
"6185",4
"6186",6
"6187",0
"6188",0
"6189",18
"6190",17
"6191",5
"6192",4
"6193",10
"6194",9
"6195",33
"6196",4
"6197",0
"6198",7
"6199",1
"6200",0
"6201",2
"6202",12
"6203",10
"6204",1
"6205",1
"6206",0
"6207",18
"6208",1
"6209",15
"6210",0
"6211",17
"6212",5
"6213",0
"6214",1
"6215",25
"6216",12
"6217",10
"6218",10
"6219",0
"6220",8
"6221",16
"6222",6
"6223",1
"6224",21
"6225",0
"6226",3
"6227",5
"6228",1
"6229",7
"6230",10
"6231",40
"6232",4
"6233",9
"6234",9
"6235",2
"6236",19
"6237",14
"6238",2
"6239",6
"6240",6
"6241",6
"6242",3
"6243",1
"6244",15
"6245",0
"6246",8
"6247",18
"6248",6
"6249",0
"6250",26
"6251",0
"6252",0
"6253",37
"6254",6
"6255",5
"6256",9
"6257",0
"6258",29
"6259",4
"6260",8
"6261",4
"6262",3
"6263",10
"6264",9
"6265",24
"6266",0
"6267",9
"6268",5
"6269",1
"6270",20
"6271",8
"6272",2
"6273",0
"6274",1
"6275",0
"6276",22
"6277",9
"6278",22
"6279",0
"6280",6
"6281",0
"6282",1
"6283",0
"6284",6
"6285",13
"6286",3
"6287",10
"6288",0
"6289",1
"6290",7
"6291",9
"6292",4
"6293",7
"6294",13
"6295",3
"6296",0
"6297",42
"6298",6
"6299",1
"6300",6
"6301",20
"6302",6
"6303",2
"6304",0
"6305",4
"6306",23
"6307",10
"6308",0
"6309",15
"6310",9
"6311",20
"6312",24
"6313",1
"6314",2
"6315",1
"6316",0
"6317",0
"6318",2
"6319",1
"6320",5
"6321",2
"6322",5
"6323",37
"6324",2
"6325",20
"6326",1
"6327",2
"6328",1
"6329",6
"6330",0
"6331",2
"6332",0
"6333",8
"6334",10
"6335",2
"6336",2
"6337",3
"6338",1
"6339",5
"6340",5
"6341",1
"6342",8
"6343",21
"6344",0
"6345",1
"6346",4
"6347",2
"6348",1
"6349",3
"6350",8
"6351",15
"6352",12
"6353",2
"6354",11
"6355",12
"6356",2
"6357",1
"6358",3
"6359",25
"6360",14
"6361",0
"6362",1
"6363",30
"6364",8
"6365",25
"6366",4
"6367",9
"6368",3
"6369",4
"6370",0
"6371",0
"6372",11
"6373",8
"6374",10
"6375",0
"6376",28
"6377",10
"6378",14
"6379",5
"6380",1
"6381",7
"6382",8
"6383",4
"6384",6
"6385",7
"6386",0
"6387",1
"6388",9
"6389",14
"6390",0
"6391",1
"6392",1
"6393",0
"6394",12
"6395",0
"6396",5
"6397",4
"6398",1
"6399",3
"6400",17
"6401",0
"6402",1
"6403",10
"6404",9
"6405",1
"6406",24
"6407",25
"6408",0
"6409",5
"6410",0
"6411",12
"6412",2
"6413",1
"6414",0
"6415",0
"6416",8
"6417",3
"6418",19
"6419",0
"6420",23
"6421",2
"6422",2
"6423",0
"6424",7
"6425",20
"6426",2
"6427",14
"6428",7
"6429",4
"6430",0
"6431",28
"6432",3
"6433",22
"6434",7
"6435",0
"6436",6
"6437",3
"6438",7
"6439",0
"6440",1
"6441",29
"6442",1
"6443",0
"6444",21
"6445",0
"6446",6
"6447",0
"6448",1
"6449",5
"6450",13
"6451",0
"6452",8
"6453",6
"6454",2
"6455",0
"6456",5
"6457",4
"6458",0
"6459",2
"6460",8
"6461",13
"6462",7
"6463",3
"6464",3
"6465",0
"6466",0
"6467",0
"6468",5
"6469",4
"6470",1
"6471",3
"6472",1
"6473",37
"6474",3
"6475",14
"6476",7
"6477",0
"6478",4
"6479",8
"6480",6
"6481",2
"6482",14
"6483",10
"6484",3
"6485",0
"6486",5
"6487",1
"6488",0
"6489",0
"6490",0
"6491",6
"6492",2
"6493",9
"6494",16
"6495",17
"6496",2
"6497",5
"6498",1
"6499",1
"6500",25
"6501",0
"6502",10
"6503",16
"6504",0
"6505",9
"6506",0
"6507",0
"6508",4
"6509",0
"6510",5
"6511",0
"6512",12
"6513",4
"6514",0
"6515",0
"6516",46
"6517",37
"6518",0
"6519",1
"6520",15
"6521",0
"6522",6
"6523",2
"6524",5
"6525",17
"6526",4
"6527",26
"6528",22
"6529",2
"6530",1
"6531",4
"6532",7
"6533",0
"6534",1
"6535",17
"6536",4
"6537",14
"6538",3
"6539",1
"6540",0
"6541",3
"6542",1
"6543",4
"6544",1
"6545",2
"6546",3
"6547",0
"6548",2
"6549",8
"6550",2
"6551",1
"6552",13
"6553",1
"6554",15
"6555",7
"6556",1
"6557",7
"6558",5
"6559",0
"6560",32
"6561",20
"6562",3
"6563",0
"6564",0
"6565",4
"6566",0
"6567",13
"6568",26
"6569",1
"6570",6
"6571",3
"6572",14
"6573",17
"6574",0
"6575",3
"6576",8
"6577",2
"6578",0
"6579",8
"6580",0
"6581",33
"6582",17
"6583",9
"6584",2
"6585",1
"6586",0
"6587",23
"6588",19
"6589",5
"6590",0
"6591",2
"6592",15
"6593",10
"6594",10
"6595",0
"6596",4
"6597",2
"6598",1
"6599",0
"6600",4
"6601",5
"6602",5
"6603",6
"6604",7
"6605",19
"6606",4
"6607",14
"6608",0
"6609",1
"6610",17
"6611",17
"6612",5
"6613",1
"6614",0
"6615",2
"6616",21
"6617",14
"6618",2
"6619",3
"6620",7
"6621",2
"6622",0
"6623",4
"6624",7
"6625",5
"6626",15
"6627",5
"6628",7
"6629",5
"6630",0
"6631",1
"6632",2
"6633",4
"6634",12
"6635",4
"6636",4
"6637",2
"6638",3
"6639",0
"6640",5
"6641",2
"6642",7
"6643",23
"6644",0
"6645",1
"6646",13
"6647",15
"6648",0
"6649",2
"6650",1
"6651",1
"6652",4
"6653",9
"6654",1
"6655",7
"6656",0
"6657",3
"6658",2
"6659",0
"6660",10
"6661",20
"6662",4
"6663",1
"6664",0
"6665",1
"6666",3
"6667",3
"6668",0
"6669",3
"6670",5
"6671",10
"6672",22
"6673",2
"6674",18
"6675",3
"6676",10
"6677",0
"6678",3
"6679",1
"6680",9
"6681",12
"6682",24
"6683",0
"6684",4
"6685",11
"6686",26
"6687",2
"6688",14
"6689",1
"6690",2
"6691",5
"6692",1
"6693",1
"6694",18
"6695",0
"6696",3
"6697",9
"6698",1
"6699",19
"6700",13
"6701",2
"6702",1
"6703",4
"6704",8
"6705",0
"6706",7
"6707",8
"6708",2
"6709",0
"6710",3
"6711",2
"6712",10
"6713",5
"6714",2
"6715",0
"6716",0
"6717",9
"6718",4
"6719",1
"6720",7
"6721",19
"6722",9
"6723",0
"6724",14
"6725",22
"6726",2
"6727",6
"6728",4
"6729",5
"6730",1
"6731",0
"6732",1
"6733",2
"6734",5
"6735",3
"6736",7
"6737",0
"6738",5
"6739",21
"6740",1
"6741",4
"6742",1
"6743",3
"6744",0
"6745",0
"6746",3
"6747",0
"6748",3
"6749",7
"6750",9
"6751",0
"6752",29
"6753",14
"6754",10
"6755",7
"6756",6
"6757",20
"6758",9
"6759",2
"6760",23
"6761",32
"6762",1
"6763",3
"6764",9
"6765",0
"6766",0
"6767",5
"6768",3
"6769",6
"6770",33
"6771",0
"6772",11
"6773",1
"6774",3
"6775",0
"6776",2
"6777",1
"6778",20
"6779",3
"6780",4
"6781",0
"6782",4
"6783",0
"6784",5
"6785",9
"6786",0
"6787",0
"6788",0
"6789",3
"6790",1
"6791",3
"6792",9
"6793",2
"6794",0
"6795",24
"6796",0
"6797",3
"6798",10
"6799",19
"6800",2
"6801",0
"6802",10
"6803",6
"6804",0
"6805",28
"6806",8
"6807",10
"6808",13
"6809",7
"6810",0
"6811",3
"6812",1
"6813",1
"6814",5
"6815",31
"6816",11
"6817",19
"6818",9
"6819",29
"6820",2
"6821",2
"6822",0
"6823",5
"6824",2
"6825",3
"6826",5
"6827",3
"6828",8
"6829",0
"6830",5
"6831",2
"6832",20
"6833",7
"6834",8
"6835",1
"6836",10
"6837",0
"6838",13
"6839",8
"6840",0
"6841",3
"6842",0
"6843",1
"6844",0
"6845",3
"6846",5
"6847",19
"6848",7
"6849",2
"6850",0
"6851",12
"6852",1
"6853",10
"6854",1
"6855",0
"6856",5
"6857",1
"6858",10
"6859",3
"6860",6
"6861",3
"6862",0
"6863",17
"6864",20
"6865",2
"6866",8
"6867",0
"6868",8
"6869",0
"6870",8
"6871",1
"6872",6
"6873",14
"6874",4
"6875",0
"6876",0
"6877",1
"6878",1
"6879",9
"6880",0
"6881",10
"6882",3
"6883",3
"6884",5
"6885",5
"6886",9
"6887",0
"6888",0
"6889",7
"6890",25
"6891",2
"6892",7
"6893",1
"6894",10
"6895",2
"6896",3
"6897",0
"6898",17
"6899",1
"6900",2
"6901",2
"6902",53
"6903",5
"6904",15
"6905",1
"6906",11
"6907",0
"6908",11
"6909",7
"6910",21
"6911",0
"6912",3
"6913",24
"6914",0
"6915",9
"6916",21
"6917",5
"6918",1
"6919",3
"6920",1
"6921",9
"6922",1
"6923",26
"6924",13
"6925",34
"6926",11
"6927",0
"6928",2
"6929",2
"6930",0
"6931",0
"6932",7
"6933",5
"6934",13
"6935",5
"6936",8
"6937",4
"6938",13
"6939",0
"6940",21
"6941",9
"6942",0
"6943",1
"6944",13
"6945",8
"6946",23
"6947",1
"6948",6
"6949",0
"6950",4
"6951",15
"6952",6
"6953",4
"6954",1
"6955",8
"6956",2
"6957",0
"6958",3
"6959",14
"6960",3
"6961",3
"6962",6
"6963",1
"6964",37
"6965",3
"6966",1
"6967",4
"6968",1
"6969",0
"6970",2
"6971",14
"6972",21
"6973",7
"6974",8
"6975",0
"6976",1
"6977",7
"6978",11
"6979",4
"6980",12
"6981",5
"6982",0
"6983",0
"6984",7
"6985",8
"6986",1
"6987",14
"6988",0
"6989",30
"6990",13
"6991",17
"6992",0
"6993",20
"6994",0
"6995",2
"6996",4
"6997",4
"6998",6
"6999",8
"7000",3
"7001",1
"7002",0
"7003",2
"7004",15
"7005",11
"7006",4
"7007",1
"7008",14
"7009",16
"7010",11
"7011",5
"7012",30
"7013",7
"7014",8
"7015",0
"7016",20
"7017",1
"7018",19
"7019",0
"7020",12
"7021",4
"7022",1
"7023",9
"7024",5
"7025",21
"7026",8
"7027",9
"7028",7
"7029",14
"7030",8
"7031",3
"7032",8
"7033",2
"7034",3
"7035",4
"7036",0
"7037",12
"7038",0
"7039",2
"7040",6
"7041",1
"7042",4
"7043",5
"7044",1
"7045",8
"7046",10
"7047",8
"7048",5
"7049",0
"7050",7
"7051",0
"7052",2
"7053",16
"7054",2
"7055",2
"7056",2
"7057",2
"7058",0
"7059",5
"7060",4
"7061",14
"7062",1
"7063",17
"7064",1
"7065",1
"7066",11
"7067",3
"7068",9
"7069",0
"7070",0
"7071",2
"7072",1
"7073",18
"7074",5
"7075",6
"7076",5
"7077",19
"7078",0
"7079",22
"7080",1
"7081",1
"7082",2
"7083",31
"7084",0
"7085",0
"7086",9
"7087",46
"7088",11
"7089",1
"7090",6
"7091",6
"7092",2
"7093",7
"7094",4
"7095",0
"7096",11
"7097",20
"7098",16
"7099",13
"7100",6
"7101",5
"7102",2
"7103",5
"7104",2
"7105",4
"7106",0
"7107",15
"7108",2
"7109",3
"7110",1
"7111",0
"7112",1
"7113",20
"7114",13
"7115",3
"7116",1
"7117",26
"7118",11
"7119",10
"7120",4
"7121",17
"7122",12
"7123",3
"7124",6
"7125",17
"7126",4
"7127",0
"7128",4
"7129",17
"7130",27
"7131",9
"7132",39
"7133",5
"7134",1
"7135",0
"7136",0
"7137",4
"7138",6
"7139",20
"7140",4
"7141",5
"7142",10
"7143",1
"7144",0
"7145",12
"7146",1
"7147",0
"7148",0
"7149",1
"7150",8
"7151",0
"7152",8
"7153",2
"7154",6
"7155",2
"7156",16
"7157",3
"7158",2
"7159",21
"7160",2
"7161",1
"7162",11
